nombre-activo,nombre-marca,presentacion,registro-sanitario
SULFAMETOXAZOL-TRIMETROPRIM,TRIMETROPRIM-SULFAMETOXAZOL,80 mg - 400 mg SUSPENSION ORAL,E.F.G.33.814
SULFAMETOXAZOL-TRIMETROPRIM,TRIMETROPRIM-SULFAMETOXASOL,40 mg - 200 mg SUSPENSION ORAL,E.F.G.32.845
SULFAMETOXAZOL-TRIMETROPRIM,TRIMETROPRIM-SULFAMETOXAZOL,80 mg - 400 mg TABLETAS,E.F.G.32.837
SULFAMETOXAZOL-TRIMETROPRIM,TRIMETOPRIM-SULFAMETOXASOL,80 mg - 400 mg TABLETAS,E.F.G.30.910
SULFAMETOXAZOL-TRIMETROPRIM,TRIMETOPRIM/SULFAMETOXASOL,40 - 200 mg / 5 ml SUSPENSION USO PEDIATRICO,E.F.G.30.908
SULFAMETOXAZOL-TRIMETROPRIM,TRIMETOPRIM-SULFAMETOXAZOL,40 mg 200 mg/ 5 ml SUSPENSION ORAL,E.F.G.29.601
SULFAMETOXAZOL-TRIMETROPRIM,TRIMETOPRIN-SULFAMETOXAZOL,80 mg - 400 mg COMPRIMIDOS,E.F.G.24.560
SULFAMETOXAZOL-TRIMETROPRIM,TRIMETOPRIM-SULFAMETOXAZOL,40 mg - 200 mg SUSPENSION,E.F.G.23.744
SULFAMETOXAZOL-TRIMETROPRIM,TRIMESUL,80 mg - 400 mg TABLETA,E.F.38.682
SULFAMETOXAZOL-TRIMETROPRIM,BACTIFENIN,400 mg - 80 mg TABLETAS,E.F.38.154
SULFAMETOXAZOL-TRIMETROPRIM,BACTRON FORTE,160 mg - 800 mg TABLETAS,E.F.35.252
SULFAMETOXAZOL-TRIMETROPRIM,CO-TRIMOXAZOL,400 mg 80 mg TABLETAS,E.F.33.071
SULFAMETOXAZOL-TRIMETROPRIM,BACTRIMEL F,800 mg - 160 mg COMPRIMIDOS,E.F.31.349
SULFAMETOXAZOL-TRIMETROPRIM,BACTRIMEL,400 mg - 80 mg /5 mL SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,E.F.24.071
SULFAMETOXAZOL-TRIMETROPRIM,FORCRIM PEDIATRICO,SUSPENSION,E.F.24.000
SULFAMETOXAZOL-TRIMETROPRIM,TRIPUR,400 mg - 80 mg COMPRIMIDOS,E.F.23.718
SULFAMETOXAZOL-TRIMETROPRIM,FORCRIM,160 mg - 800 mg TABLETAS,E.F.22.370
SULFAMETOXAZOL-TRIMETROPRIM,CO-SULTRIN,80 mg - 400 mg TABLETAS,E.F.22.138
SULFAMETOXAZOL-TRIMETROPRIM,BACTRON,80 mg - 400 mg TABLETAS,E.F.18.573
SULFAMETOXAZOL-TRIMETROPRIM,BACTRON,40 mg - 200 mg / mL SUSPENSION ORAL,E.F.18.572
SULFAMETOXAZOL-TRIMETROPRIM,BACTRIMEL,400 mg - 80 mg COMPRIMIDOS,E.F.17.467
SULFAMETOXAZOL-TRIMETROPRIM,BACTRIMEL,200 mg - 40 mg/5 mL SUSPENSION,E.F.17.413
SULFASALAZINA,SULFASALAZINA,500 mg TABLETAS,E.F.G.31.418
SULFASALAZINA,AZULFIDINE,500 mg TABLETAS CON CUBIERTA ENTERICA,E.F.30.169
SULFATO DE BARIO,SUFOCAT,4.9 % SUSPENSION ORAL,E.F.36.864
SULFATO DE BARIO,SUFOEZ,98 % POLVO PARA SUSPENSION ORAL,E.F.36.671
SULFATO DE BARIO,SUFOPAQUE,96 % POLVO PARA SUSPENSION ORAL,E.F.36.377
SULFATO DE BARIO,SUFOPOLIBAR,93 % POLVO PARA ENEMA,E.F.36.138
SULFATO DE BARIO,ENTEROVU,13 % SUSPENSION ORAL,E.F.32.034
SULFATO DE COBRE,SULFATO DE COBRE,0.5 mg/ml SOLUCION INYECTABLE PARA INFUSION INTRAVENOS,E.F.G.32.407
SULFATO DE MAGNESIO,SULFATO DE MAGNESIO,50 % SOLUCION INYECTABLE,E.F.G.40.603
SULFATO DE MAGNESIO,SULFATO DE MAGNESIO,12 % SOLUCION INYECTABLEINTRAVENOSA,E.F.G.40.303
SULFATO DE MAGNESIO,SULFATO DE MAGNESIO,10 % SOLUCION INYECTABLE INTRAVENOSA,E.F.G.37.696
SULFATO DE MAGNESIO,SULFATO DE MAGNESIO,10 % SOLUCION INYECTABLE,E.F.G.35.895
SULFATO DE MAGNESIO,SULFATO DE MAGNESIO,4 meq/ml SOLUCION INYECTABLE,E.F.G.30.743
SULFATO DE MAGNESIO,SULFATO DE MAGNESIO,1 mEq /mL SOLUCION INYECTABLE,E.F.G.25.654
SULFATO DE MAGNESIO,SULFATO DE MAGNESIO,1 meq/ml INYETABLE,E.F.24.688
SULFATO DE ZINC,SULFATO DE ZINC,2 mg/ ml SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,E.F.G.31.771
SULFATO FERROSO,SULFATO FERROSO,300 mg TABLETAS,E.F.G.32.310
SULFATO FERROSO-GLICINA,HERROBEC,30 mg/mL SOLUCIÓN ORAL GOTAS,E.F.38.146
SULFISOXASOL,GANTICOL,40 mg/ ml SOLUCION OFTALMICA,E.F.26.285
SULODEXIDA,VESSEL DUE F,250 LSU CAPSULAS BLANDAS,E.F.30.403
SULODEXIDA,VESSEL DUE F,600 LSU/2 ml SOLUCION INYECTABLE,E.F.30.402
SULTAMICILINA,SULBUTIAMINA,200 mg TABLETAS RECUBIERTAS,E.F.G.38.819
SULTAMICILINA,SULTAMICILINA,375 mg TABLETAS RECUBIERTAS,E.F.G.38.509
SULTAMICILINA,SULTAMICILINA,750 mg TABLETAS RECUBIERTAS,E.F.G.38.482
SULTAMICILINA,SULTAMICILINA,750 mg TABLETAS RECUBIERTAS,E.F.G.37.001
SULTAMICILINA,SULTAMICILINA,750 mg COMPRIMIDOS RECUBIERTOS,E.F.G.36.229
SULTAMICILINA,SULTAMICILINA,750 mg TABLETAS RECUBIERTAS,E.F.G.35.238
SULTAMICILINA,SULTAMICILINA,750 mg TABLETAS RECUBIERTAS,E.F.G.32.970
SULTAMICILINA,SULTAMICILINA,250 mg/5 ml POLVO PARA SUSPENSION,E.F.G.32.725
SULTAMICILINA,SULTAMICILINA,750 mg COMPRIMIDOS RECUBIERTOS,E.F.G.32.130
SULTAMICILINA,SULTAMICILINA,375 mg TABLETAS RECUBIERTAS,E.F.G.32.021
SULTAMICILINA,SULTAMICILINA,250 mg /5 ml POLVO PARA SUSPENSION ORAL,E.F.G.31.990
SULTAMICILINA,SULTAMICILINA,750 mg TABLETAS RECUBIERTAS,E.F.G.31.596
SULTAMICILINA,SULTAMICILINA,250 mg /5 ml POLVO PARA SOLUCION ORAL,E.F.G.31.158
SULTAMICILINA,SULTAMICILINA,375 mg TABLETAS RECUBIERTAS,E.F.G.31.133
SULTAMICILINA,SULTAMICILINA,375 mg COMPRIMIDOS,E.F.G.31.132
SULTAMICILINA,SULTAMICILINA,375 mg COMPRIMIDOS RECUBIERTOS,E.F.G.30.726
SULTAMICILINA,SULTAMICILINA,250 mg /5 mL POLVO PARA SUSPENSION ORAL,E.F.G.30.463
SULTAMICILINA,SULTAMICILINA,375 mg TABLETAS RECUBIERTAS,E.F.G.30.172
SULTAMICILINA,UNASYN,500 mg/5 ml POLVO PARA SOL ORAL,E.F.41.037
SULTAMICILINA,XILBAC,375 mg TABLETAS RECUBIERTAS,E.F.39.739
SULTAMICILINA,SINIFI,250 mg/5 ml POLVO PARA SUSPENSION ORAL USO PEDIATRICO,E.F.39.338
SULTAMICILINA,XILBAC,250 mg/5 ml POLVO PARA SUSPENSION ORAL,E.F.39.335
SULTAMICILINA,SULAMP,500 mg/5 ml POLVO PARA RECONSTITUIR SUSP ORAL USO PEDIATRICO,E.F.39.285
SULTAMICILINA,SUNTA,375 mg TABLETAS RECUBIERTAS,E.F.38.757
SULTAMICILINA,SUNTA,750 mg TABLETAS RECUBIERTAS,E.F.38.508
SULTAMICILINA,SUMITAN,750 mg TABLETAS RECUBIERTAS,E.F.34.788
SULTAMICILINA,SUMITAN,375 mg TABLETAS RECUBIERTAS,E.F.34.787
SULTAMICILINA,SUMITAN,250 mg /5 ml POLVO PARA SUSPENSION ORAL,E.F.34.786
SULTAMICILINA,SULAMP,750 mg TABLETAS RECUBIERTAS,E.F.33.968
SULTAMICILINA,SINIF,375 mg TABLETAS RECUBIERTAS,E.F.30.866
SULTAMICILINA,FIPEXIAM,750 mg TABLETAS RECUBIERTAS,E.F.30.229
SULTAMICILINA,SULAMP,250 mg/ 5 ml POLVO PARA SUSPENSION ORAL,E.F.28.889
SULTAMICILINA,SULAMP,375 mg TABLETAS,E.F.28.872
SULTAMICILINA,SULTAMILAN,250 mg/5 ml POLVO PARA SUSPENSION,E.F.28.304
SULTAMICILINA,UNASYN,750 mg COMPRIMIDOS,E.F.28.132
SULTAMICILINA,SULTAMILAN,375 mg TABLETAS RECUBIERTAS,E.F.27.983
SULTAMICILINA,FIPEXIAM,250 mg /5 ml POLVO PARA SUSPENSION ORAL,E.F.27.460
SULTAMICILINA,UNASYN,250 mg/5 ml POLVO PARA SUSPENSION ORAL,E.F.25.533
SUMATRIPTAN,MIGRAVAL,100 mg COMPRIMIDOS RECUBIERTOS,E.F.31.976
SUMATRIPTAN,IMIGRAN,TABLETAS,E.F.26.856
SUNITINIB,SUTENT,12.5 mg CÁPSULAS,E.F.35.627
SUNITINIB,SUTENT,25 mg CÁPSULAS,E.F.35.626
SUNITINIB,SUTENT,50 mg CÁPSULAS,E.F.35.625
TACROLIMUS,ACROLIM,0.03 % UNGÜENTO,E.F.41.314
TACROLIMUS,AEROLIM FORTE,0.1 % UNGUENTO,E.F.41.313
TACROLIMUS,TEINMUN,1 mg CAPSULAS,E.F.40.512
TACROLIMUS,PROLIMUS,1 mg CAPSULAS,E.F.39.547
TACROLIMUS,TACROZ,0.03 % UNGUENTO TOPICO,E.F.38.811
TACROLIMUS,TACROZ FORTE,0.1 % UNGUENTO TOPICO,E.F.38.810
TACROLIMUS,TEINMUN,0.03 % UNGUENTO,E.F.38.205
TACROLIMUS,TEINMUN,0.1 % UNGUENTO,E.F.38.204
TACROLIMUS,PROGRAF XL,0.5 mg CÁPSULAS DE LIBERACIÓN PROLONGADA,E.F.38.003
TACROLIMUS,PROGRAF XL,5 mg CÁPSULAS DE LIBERACIÓN PROLONGADA.,E.F.38.002
TACROLIMUS,PROGRAF XL,1 mg CÁPSULAS DE LIBERACIÓN PROLONGADA.,E.F.38.001
TACROLIMUS,CROMUS,0.03 % UNGUENTO,E.F.36.835
TACROLIMUS,CROMUS,0.1 % UNGUENTO,E.F.36.834
TACROLIMUS,PROGRAF,1 mg CAPSULAS,E.F.34.231
TACROLIMUS,PROTOPIC,0.03 % UNGÜENTO,E.F.34.091
TACROLIMUS,PROTOPIC,0.1 % UNGÜENTO,E.F.34.090
TADALAFIL,TADALAFILO,5 mg TABLETAS RECUBIERTAS,E.F.G.41.193
TADALAFIL,TADALAFIL,20 mg TABLETAS,E.F.G.40.996
TADALAFIL,TADALAFILO,20 mg TABLETAS RECUBIERTAS,E.F.G.40.889
TADALAFIL,TADALAFILO,20 mg COMPRIMIDOS RECUBIERTOS,E.F.G.40.552
TADALAFIL,TADALAFIL,20 mg TABLETAS RECUBIERTAS,E.F.G.39.870
TADALAFIL,TADAFIL,20 mg COMPRIMIDOS RECUBIERTOS,E.F.G.39.433
TADALAFIL,TADALAFILO,20 mg TABLETAS RECUBIERTAS,E.F.G.38.493
TADALAFIL,CENTREGO,20 mg TABLETAS RECUBIERTAS,E.F.41.717
TADALAFIL,ACTIDIL,5 mg COMPRIMIDOS RECUBIERTOS,E.F.41.579
TADALAFIL,ACTIDIL,20 mg COMPPRIMIDOS RECUBIERTOS,E.F.41.578
TADALAFIL,TEDIFIL,20 mg TABLETAS RECUBIERTAS,E.F.41.371
TADALAFIL,TADALI,20 mg COMPRIMIDOS RECUBIERTOS,E.F.41.259
TADALAFIL,URDAFIL,5 mg TABLETAS MASTICABLES,E.F.41.156
TADALAFIL,FERMET,20 mg TABLETAS RECUBIERTAS,E.F.41.146
TADALAFIL,URDAFIL,20 mG TABLETAS MASTICABLES,E.F.41.043
TADALAFIL,BIOLIS,20 mg/5 g GEL ORAL SABOR A NARANJASACHETS,E.F.40.914
TADALAFIL,BIOLIS,20 mg / 5 g GEL ORAL SABOR A PIÑASACHETS,E.F.40.913
TADALAFIL,BIOLIS,20 mg / 5 g GEL ORAL SABOR A MENTASACHETS,E.F.40.912
TADALAFIL,TADAFOX,5 mg TABLETAS RECUBIERTAS VIA ORAL,E.F.40.901
TADALAFIL,ELEVEX,20 mg TABLETA,E.F.40.898
TADALAFIL,BIOLIS,20 mg TABLETAS RECUBIERTAS,E.F.40.864
TADALAFIL,FITEX,5 mg TABLETAS ORODISPERSABLES,E.F.40.784
TADALAFIL,FITEX,20 mg TABLETAS ORODISPERSABLES,E.F.40.783
TADALAFIL,VAYAPLIN,20 mgCOMPRIMIDOS RECUBIERTOS,E.F.40.759
TADALAFIL,HEROFIL,20 mg TABLETAS RECUBIERTAS,E.F.40.541
TADALAFIL,VAYAPLIN,5 mg COMPRIMIDOS RECUBIERTOS,E.F.40.508
TADALAFIL,FITEX,5 mg TABLETAS RECUBIERTAS,E.F.39.597
TADALAFIL,TADU,20 mg TABLETAS RECUBIERTAS,E.F.38.875
TADALAFIL,CIALIS,5 mg COMPRIMIDOS RECUBIERTOS,E.F.38.764
TADALAFIL,TADAFOX,20 mg TABLETAS RECUBIERTAS,E.F.38.718
TADALAFIL,TADIFIL,20 mg COMPRIMIDOS RECUBIERTOS,E.F.38.637
TADALAFIL,FITEX,20 mg TABLETAS RECUBIERTAS,E.F.38.634
TADALAFIL,TADACIP,20 mg TABLETAS RECUBIERTAS,E.F.38.514
TADALAFIL,CIALIS,20 mg COMPRIMIDOS RECUBIERTOS,E.F.33.112
TAFLUPROST,SAFLUTAN,0.015 mg/ml SOLUCIÓN OFTÁLMICA,E.F.40.465
TAMOXIFENO,TAMOXIFENO,20 mg COMPRIMIDOS,E.F.G.38.027
TAMOXIFENO,TAMOXIFENO PCH,10 mg TABLETAS,E.F.G.30.752
TAMOXIFENO,BILEM,20 mg TABLETAS,E.F.30.311
TAMOXIFENO,TAXUS,20 mg COMPRIMIDOS,E.F.26.140
TAMOXIFENO,NOLVADEX,20 mg TABLETAS RECUBIERTAS,E.F.23.257
TAMOXIFENO,NOLVADEX,10 mg TABLETAS RECUBIERTAS,E.F.22.143
TAMSULOSINA,TAMSULOSINA,0.4 mg TABLETAS DE LIBERACIÓN PROLONGADA,E.F.G.40.484
TAMSULOSINA,TAMSULOSINA CLORHIDRATO,0.4 mg CÁPSULAS DE LIBERACIÓN MODIFICADA,E.F.G.37.604
TAMSULOSINA,UPROSOL,0.4 mg CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTÉRICO,E.F.41.410
TAMSULOSINA,URIMAX,0.4 mg CAPSULAS DE LIBERACION PROLONGADA,E.F.37.856
TAMSULOSINA,SECOTEX OCAS,0.4 mg COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA,E.F.37.028
TAMSULOSINA,HEPROX,0.4 mg CAPSULAS DE LIBERACION PROLONGADA,E.F.36.675
TAMSULOSINA,TAMSULON,0.4 mg CAPSULAS DE LIBERACION CONTROLADA,E.F.30.979
TAPENTADOL,PALEXIS LP,25 mg COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,E.F.41.462
TAPENTADOL,PALEXIS LP,250 mg COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,E.F.41.461
TAPENTADOL,PALEXIS RETARD,200 mg COMPRIMIDOS RECUBIERTOS DE L.P.,E.F.41.460
TAPENTADOL,PALEXIS RETARD,150 mg COMPRIMIDOS RECUBIERTOS DE L.P.,E.F.41.459
TAPENTADOL,PALEXIS LP,100 mg COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA,E.F.41.458
TAPENTADOL,PALEXIS LP,50 mg COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,E.F.41.457
TAPENTADOL,PALEXIS,100 mg COMPRIMIDOS RECUBIERTOS,E.F.41.452
TAPENTADOL,PALEXIS,75 mg COMPRIMIDOS RECUBIERTOS,E.F.41.451
TAPENTADOL,PALEXIS,50 mg COMPRIMIDOS RECUBIERTOS,E.F.41.450
TARTRATO DE BRIMONIDINA,MIRVASO,0.33 % GEL TÓPICO,E.F.41.486
TECLOZAN,FALMONOX,500 mg TABLETAS,E.F.22.268
TEICOPLANINA,TEICOPLANINA,400 mg POLVO LIOFILIZADO PARA SOLUCION INYEC,E.F.G.40.434
TEICOPLANINA,TEOCOPLANINA,200 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE I.V.,E.F.G.38.856
TEICOPLANINA,TEICOPLANINA,400 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE I.V.,E.F.G.38.855
TEICOPLANINA,TICOBACT,400 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.40.373
TEICOPLANINA,ESPANIN,400 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.40.224
TEICOPLANINA,ESPANIN,200 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.40.220
TEICOPLANINA,TEYCO,400 mg POLVO PARA SOLUCION INYECTABLE,E.F.38.892
TEICOPLANINA,TICOCIN,400 mg POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE,E.F.35.534
TEICOPLANINA,TARGOCID,400 mg LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.30.298
TELBIVUDINA,SEBIVO,20 mg/ mL SOLUCION ORAL,E.F.37.960
TELBIVUDINA,SEBIVO,600 mg TABLETAS RECUBIERTAS,E.F.35.782
TELITROMICINA,KETEK,400 mg TABLETAS RECUBIERTAS,E.F.32.393
TELMISARTAN,TELMISARTAN,80 mg TABLETAS,E.F.G.41.732
TELMISARTAN,TELMISARTAN,40 mg TABLETAS,E.F.G.39.706
TELMISARTAN,TELMISARTAN,80 mg TABLETAS,E.F.G.39.705
TELMISARTAN,TELMISARTAN,40 mg TABLETAS,E.F.G.38.700
TELMISARTAN,TELMISARTAN,80 mgTABLETAS,E.F.G.38.695
TELMISARTAN,CARDITEL,80 mg TABLETAS,E.F.40.822
TELMISARTAN,CARDITEL,40 mg TABLETAS,E.F.40.821
TELMISARTAN,TELMA,40 mg TABLETAS,E.F.40.573
TELMISARTAN,TELMA,80 mg TABLETAS,E.F.40.565
TELMISARTAN,TEMIREL,40 mg TABLETAS,E.F.40.278
TELMISARTAN,TEMIREL,80 mg TABLETAS,E.F.40.277
TELMISARTAN,TSART,40 mg TABLETAS,E.F.39.559
TELMISARTAN,CORDIAX,40 mg COMPRIMIDOS,E.F.39.466
TELMISARTAN,CORDIAX,80 mg COMPRIMIDOS,E.F.39.465
TELMISARTAN,RENANGIO,80 mg TABLETAS,E.F.38.807
TELMISARTAN,RENANGIO,40 mg TABLETAS,E.F.38.779
TELMISARTAN,BIOTERTAN,40 mg TABLETAS,E.F.38.659
TELMISARTAN,PRITOR,40 mg TABLETAS,E.F.30.721
TELMISARTAN,MICARDIS,80 mg TABLETAS,E.F.30.704
TELMISARTAN,MICARDIS,40 mg TABLETAS,E.F.30.703
TELMISARTAN-HIDROCLOROTIAZIDA,TELMISARTAN HIDROCLOROTIAZIDA,40 mg - 12.5 mg TABLETAS RECUBIERTAS,E.F.G.41.427
TELMISARTAN-HIDROCLOROTIAZIDA,TELMISARTAN-HIDROCLOROTIAZIDA,80 mg - 12.5 mg TABLETAS REC,E.F.G.40.657
TELMISARTAN-HIDROCLOROTIAZIDA,TELMISARTAN-HIDROCLOROTIAZIDA,80 mg - 25 mg TABLETAS REC,E.F.G.40.572
TELMISARTAN-HIDROCLOROTIAZIDA,CORDIAX HCT,40 mg - 12.5 mg COMPRIMIDOS,E.F.41.402
TELMISARTAN-HIDROCLOROTIAZIDA,CORDIAX HCT,80 mg/12.5 mg COMPRIMIDOS,E.F.40.308
TELMISARTAN-HIDROCLOROTIAZIDA,TEMIREL H,80 mg - 12.5 mg TABLETAS,E.F.40.276
TELMISARTAN-HIDROCLOROTIAZIDA,RENANGIO PLUS,40 mg - 12.5 mg TABLETAS,E.F.38.694
TELMISARTAN-HIDROCLOROTIAZIDA,MICARDIS PLUS,80 mg - 25 mg COMPRIMIDOS,E.F.37.982
TELMISARTAN-HIDROCLOROTIAZIDA,PRITOR PLUS,40 mg - 12.50 mg TABLETAS,E.F.32.788
TELMISARTAN-HIDROCLOROTIAZIDA,PRITOR PLUS,80 mg - 12.5 mg TABLETAS,E.F.32.787
TELMISARTAN-HIDROCLOROTIAZIDA,MICARDIS PLUS,80 mg - 12.5 mg TABLETAS,E.F.32.560
TEMOZOLOMIDA,DRALITEM,100 mg CAPSULAS,E.F.36.448
TEMOZOLOMIDA,DRALITEM,20 mg CAPSULAS,E.F.36.447
TEMOZOLOMIDA,TEMODAL,20 mg CAPSULAS,E.F.33.054
TEMOZOLOMIDA,TEMODAL,100 mg CAPSULAS,E.F.32.052
TEMSIROLIMUS,TORISEL,25 mg/ml SOLUCION INYECTABLE CONCENTRADA PARA INFUSION I.V.,E.F.38.938
TENOFOVIR,VIREAD,300 mg TABLETAS RECUBIERTAS,E.F.40.520
TEOFILINA,TEOFILINA,170 mg TABLETAS,E.F.G.35.441
TEOFILINA,TEOBID,300 mg TABLETAS DE LIBERACION PROLONGADA,E.F.23.980
TEOFILINA,TEOBID,100 mg TABLETAS DE LIBERACION PROLONGADA,E.F.23.691
TEOFILINA,TEOBID,200 mg TABLETAS DE LIBERACION PROLONGADA,E.F.23.550
TEOFILINA,NUELIN,80 mg/ 15 ml JARABE,E.F.22.980
TERAZOSIN,HYTRIN,5 mg COMPRIMIDOS,E.F.25.327
TERAZOSIN,HYTRIN,2 mg COMPRIMIDOS,E.F.25.326
TERBINAFINA,TERBINAFINA,250 mg TABLETAS,E.F.G.39.328
TERBINAFINA,TERBINAFINA CLORHIDRATO,1 % CREMA,E.F.G.39.244
TERBINAFINA,TERBINAFINA,1 % CREMA,E.F.G.38.970
TERBINAFINA,TERBINAFINA,1 % LOCION,E.F.G.38.960
TERBINAFINA,TERBINAFINA,1 % CREMA,E.F.G.38.822
TERBINAFINA,TERBINAFINA,250 mg COMPRIMIDOS,E.F.G.38.537
TERBINAFINA,TERBINAFINA CLORHIDRATO,1 % ATOMIZADOR,E.F.G.38.063
TERBINAFINA,TERBINAFINA CLORHIDRATO,1 % CREMA,E.F.G.37.839
TERBINAFINA,TERBINAFINA,250 mg TABLETAS,E.F.G.37.341
TERBINAFINA,TERBINAFINA,250 mg COMPRIMIDOS,E.F.G.37.077
TERBINAFINA,TERBINAFINA,250 mg TABLETAS RECUBIERTAS,E.F.G.37.047
TERBINAFINA,TERBINAFINA,1 % CREMA,E.F.G.36.609
TERBINAFINA,TERBINAFINA,250 mg COMPRIMIDOS,E.F.G.36.072
TERBINAFINA,PERTEN,250 mg TABLETAS,E.F.41.064
TERBINAFINA,PERTEN,1 % GEL TOPICO,E.F.40.673
TERBINAFINA,PERTEN,1 % SOLUCION ATOMIZADORA PARA USO TOPICO,E.F.40.357
TERBINAFINA,PERTEN,1 % SOLUCION TOPICA,E.F.40.348
TERBINAFINA,FUNGIFEET,1 % CREMA,E.F.39.842
TERBINAFINA,FUNGIFEET,1 % LOCION,E.F.39.307
TERBINAFINA,VARNAFIN,1 % CREMA,E.F.39.151
TERBINAFINA,TERBICRYM,250 mg TABLETAS RECUBIERTAS,E.F.38.831
TERBINAFINA,VERNAFIN,250 mg COMPRIMIDOS,E.F.38.583
TERBINAFINA,VERNAFIN,1 % SPRAY,E.F.38.582
TERBINAFINA,TERBICRYM,1 % GEL,E.F.38.575
TERBINAFINA,TERBICRYM,1 % SOLUCIÓN TÓPICA,E.F.38.574
TERBINAFINA,TERBICRYM,1 % SOLUCIÓN PARA ATOMIZACIÓN TÓPICA,E.F.38.573
TERBINAFINA,OFATINE,250 mg COMPRIMIDOS,E.F.38.395
TERBINAFINA,FUNTYL,1 % CREMA TOPICA,E.F.38.090
TERBINAFINA,FARBICIL,250 mg TABLETAS,E.F.37.374
TERBINAFINA,PERTEN,1 % CREMA,E.F.37.330
TERBINAFINA,FARBICIL,1 % CREMA,E.F.37.251
TERBINAFINA,FARBICIL,1 % SOLUCION ATOMIZADORA,E.F.37.250
TERBINAFINA,FARBICIL,1 % LOCION,E.F.37.249
TERBINAFINA,LAMISIL,1 % SOLUCION FORMADORA DE PELICULA,E.F.36.693
TERBINAFINA,TERBICRYM,1 % CREMA,E.F.34.224
TERBINAFINA,TERFEX,1 % CREMA DERMICA,E.F.32.204
TERBINAFINA,TERFEX,250 mg COMPRIMIDOS,E.F.31.559
TERBINAFINA,NAFINA,1 % CREMA TOPICA,E.F.30.624
TERBINAFINA,LAMISIL DERMGEL,1 % GEL,E.F.30.412
TERBINAFINA,FUNTOPIC,1 % CREMA,E.F.29.635
TERBINAFINA,LAMISIL,1 % SOLUCION TOPICA,E.F.29.530
TERBINAFINA,LAMISIL,250 mg COMPRIMIDOS,E.F.27.167
TERFENADINA,LERFENADINA,60 mg COMPRIMIDOS,E.F.24.358
TERLIPRESINA,GLYPRESSIN,1 mg POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE INTRAVENOSA,E.F.39.236
TESTOSTERONA,POLYSTERON,250 mg / mL SOLUCION INYECTABLE,E.F.8.664
TESTOSTERONA,PROVIRON DEPOT,250 mg/mL SOLUCION INYECTABLE,E.F.4.100
TESTOSTERONA,ANDRIOL TESTOCAPS,40 mg CÁPSULAS BLANDAS,E.F.35.168
TESTOSTERONA,NEBIDO,1000 mg/ 4 ml SOLUCIÓN INYECTABLE,E.F.34.251
TESTOSTERONA,ANDROGEL,50 mg GEL PARA USO TOPICO,E.F.33.651
TETRABENAZINA,TETMODIS,25 mg TABLETAS,E.F.39.874
TETRACOSACTIDO,SYNACTHEN DEPOSITO,1 mg/mL SUSPENSION INYECTABLE,E.F.14.998
TIAMAZOL,TAPAZOL,5 mg TABLETAS,E.F.2.955
TIAMINA,VITAMINA B1,100 mg COMPRIMIDOS,E.F.G.610
TIAMINA-RIBOFLAMINA-PIRIDOXINA,VITAFARM,CAPSULAS,E.F.39.871
TIANEPTINA,STABLON,12.5 mg COMPRIMIDOS RECUBIERTOS,E.F.27.533
TIBOLONA,TIBOFEM,2.5 mg TABLETAS,E.F.38.223
TIBOLONA,PARACLIM,2.5 mg COMPRIMIDOS,E.F.34.914
TIBOLONA,FOMENE,2.5 mg COMPRIMIDOS,E.F.33.452
TIBOLONA,TINOX,2.5 mg COMPRIMIDOS,E.F.32.699
TIBOLONA,LIVIAL,2.5 mg COMPRIMIDOS,E.F.27.635
TICAGRELOR,BRILINTA,90 mg COMPRIMIDOS RECUBIERTOS,E.F.39.905
TIGECICLINA,TIGECICLINA,50 mg POLVO LIOFILIZADO PARA SOLUCIÓN PARA INFUSION,E.F.G.41.708
TIGECICLINA,TIGECICLINA,50 mg POLVO LIOFILIZADO PARA SOLUCIÓN PARA INFUSIÓN.,E.F.G.41.592
TIGECICLINA,TIGSAN,50 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.40.735
TIGECICLINA,TYGACIL,50 mg POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE INFUSION I,E.F.37.806
TIMOLOL,TIMOLOL,0.5 % SOLUCIÓN OFTÁLMICA,E.F.G.41.621
TIMOLOL,TIMOLOL MALEATO,0.5 % SOLUCION OFTALMICA,E.F.G.40.672
TIMOLOL,TIOF,0.5 % SOLUCION OFTALMICA,E.F.40.507
TIMOLOL,TIMOLIX,0.5 % SOLUCION OFTALMICA,E.F.40.156
